session_id,user_id,started_at,device,channel,visited_at,viewed_at,carted_at,checked_out_at,purchased_at
S07405,U00817,2026-03-05T20:30:40Z,Desktop,Email,2026-03-05T20:30:40Z,2026-03-05T20:32:13Z,2026-03-05T20:33:02Z,2026-03-05T20:34:21Z,
S07406,U00747,2026-02-24T12:45:11Z,Mobile,Paid Search,2026-02-24T12:45:11Z,,,,
S07407,U02376,2026-02-03T01:25:39Z,Mobile,Paid Search,2026-02-03T01:25:39Z,,,,
S07408,U01754,2026-02-14T23:04:36Z,Desktop,Paid Search,2026-02-14T23:04:36Z,2026-02-14T23:04:59Z,,,
S07409,U01431,2026-01-13T01:42:41Z,Desktop,Paid Search,2026-01-13T01:42:41Z,2026-01-13T01:45:26Z,,,
S07410,U03872,2026-01-22T05:04:04Z,Desktop,Social,2026-01-22T05:04:04Z,,,,
S07411,U02756,2026-03-26T11:40:58Z,Mobile,Email,2026-03-26T11:40:58Z,2026-03-26T11:41:38Z,,,
S07412,U02339,2026-01-24T17:17:27Z,Mobile,Organic,2026-01-24T17:17:27Z,2026-01-24T17:20:02Z,,,
S07413,U03711,2026-02-10T22:45:45Z,Mobile,Social,2026-02-10T22:45:45Z,2026-02-10T22:48:14Z,2026-02-10T22:49:28Z,,
S07414,U03619,2026-03-02T16:01:52Z,Mobile,Paid Search,2026-03-02T16:01:52Z,2026-03-02T16:04:15Z,2026-03-02T16:04:27Z,,
S07415,U03283,2026-02-10T02:55:50Z,Mobile,Paid Search,2026-02-10T02:55:50Z,2026-02-10T02:57:43Z,,,
S07416,U06849,2026-03-21T10:53:01Z,Mobile,Social,2026-03-21T10:53:01Z,,,,
S07417,U01392,2026-01-05T16:42:40Z,Mobile,Social,2026-01-05T16:42:40Z,2026-01-05T16:43:18Z,,,
S07418,U02341,2026-02-05T19:23:56Z,Mobile,Paid Search,2026-02-05T19:23:56Z,2026-02-05T19:25:37Z,2026-02-05T19:25:53Z,2026-02-05T19:26:49Z,
S07419,U06790,2026-03-20T13:10:56Z,Mobile,Organic,2026-03-20T13:10:56Z,2026-03-20T13:13:19Z,2026-03-20T13:14:45Z,2026-03-20T13:17:38Z,2026-03-20T13:18:33Z
S07420,U00279,2026-03-10T08:09:09Z,Desktop,Social,2026-03-10T08:09:09Z,2026-03-10T08:09:53Z,,,
S07421,U03995,2026-01-30T12:58:48Z,Desktop,Organic,2026-01-30T12:58:48Z,,,,
S07422,U01988,2026-03-07T23:06:36Z,Mobile,Paid Search,2026-03-07T23:06:36Z,,,,
S07423,U00273,2026-01-06T12:44:50Z,Mobile,Paid Search,2026-01-06T12:44:50Z,2026-01-06T12:47:49Z,,,
S07424,U03989,2026-02-03T08:19:57Z,Mobile,Social,2026-02-03T08:19:57Z,2026-02-03T08:20:56Z,2026-02-03T08:21:47Z,2026-02-03T08:22:13Z,
S07425,U03253,2026-01-05T19:42:05Z,Desktop,Organic,2026-01-05T19:42:05Z,2026-01-05T19:45:00Z,2026-01-05T19:46:14Z,2026-01-05T19:48:55Z,
S07426,U04387,2026-01-14T06:32:13Z,Mobile,Organic,2026-01-14T06:32:13Z,,,,
S07427,U06672,2026-03-19T17:42:25Z,Mobile,Organic,2026-03-19T17:42:25Z,2026-03-19T17:44:36Z,,,
S07428,U06875,2026-03-27T17:21:44Z,Tablet,Email,2026-03-27T17:21:44Z,2026-03-27T17:23:41Z,,,
S07429,U04706,2026-01-06T22:42:54Z,Mobile,Organic,2026-01-06T22:42:54Z,2026-01-06T22:45:13Z,,,
S07430,U01481,2026-02-06T11:01:21Z,Desktop,Organic,2026-02-06T11:01:21Z,2026-02-06T11:04:14Z,,,
S07431,U07335,2026-03-07T11:45:28Z,Mobile,Paid Search,2026-03-07T11:45:28Z,2026-03-07T11:47:36Z,2026-03-07T11:47:56Z,2026-03-07T11:50:49Z,
S07432,U02557,2026-02-13T20:06:06Z,Desktop,Social,2026-02-13T20:06:06Z,2026-02-13T20:07:51Z,,,
S07433,U05784,2026-02-06T08:26:01Z,Desktop,Social,2026-02-06T08:26:01Z,2026-02-06T08:26:32Z,,,
S07434,U03719,2026-01-10T11:42:52Z,Mobile,Organic,2026-01-10T11:42:52Z,2026-01-10T11:43:23Z,,,
S07435,U06197,2026-02-14T13:56:16Z,Mobile,Paid Search,2026-02-14T13:56:16Z,2026-02-14T13:58:43Z,2026-02-14T13:59:07Z,,
S07436,U00218,2026-01-17T16:24:20Z,Tablet,Paid Search,2026-01-17T16:24:20Z,2026-01-17T16:25:53Z,2026-01-17T16:27:03Z,,
S07437,U00321,2026-02-24T10:06:23Z,Desktop,Email,2026-02-24T10:06:23Z,2026-02-24T10:08:15Z,,,
S07438,U02743,2026-03-14T07:19:01Z,Desktop,Organic,2026-03-14T07:19:01Z,2026-03-14T07:21:28Z,2026-03-14T07:23:51Z,2026-03-14T07:24:58Z,2026-03-14T07:25:30Z
S07439,U02660,2026-02-01T05:37:52Z,Mobile,Organic,2026-02-01T05:37:52Z,,,,
S07440,U05163,2026-03-29T05:59:32Z,Mobile,Email,2026-03-29T05:59:32Z,2026-03-29T05:59:44Z,,,
S07441,U04096,2026-02-20T15:38:33Z,Mobile,Organic,2026-02-20T15:38:33Z,2026-02-20T15:39:05Z,2026-02-20T15:39:20Z,2026-02-20T15:41:47Z,
S07442,U06124,2026-01-01T01:25:44Z,Mobile,Social,2026-01-01T01:25:44Z,2026-01-01T01:27:38Z,,,
S07443,U06759,2026-03-01T20:24:55Z,Mobile,Social,2026-03-01T20:24:55Z,2026-03-01T20:26:10Z,,,
S07444,U07979,2026-03-21T21:07:47Z,Desktop,Paid Search,2026-03-21T21:07:47Z,2026-03-21T21:10:03Z,,,
S07445,U04989,2026-02-22T12:35:09Z,Mobile,Social,2026-02-22T12:35:09Z,,,,
S07446,U01091,2026-01-21T12:54:21Z,Mobile,Organic,2026-01-21T12:54:21Z,,,,
S07447,U01662,2026-03-15T04:14:20Z,Mobile,Organic,2026-03-15T04:14:20Z,2026-03-15T04:16:59Z,,,
S07448,U07081,2026-01-21T17:31:05Z,Mobile,Paid Search,2026-01-21T17:31:05Z,2026-01-21T17:32:55Z,,,
S07449,U06444,2026-02-18T06:05:17Z,Mobile,Paid Search,2026-02-18T06:05:17Z,2026-02-18T06:07:42Z,2026-02-18T06:08:04Z,,
S07450,U07520,2026-03-02T01:37:04Z,Mobile,Paid Search,2026-03-02T01:37:04Z,,,,
S07451,U04581,2026-02-09T14:25:36Z,Mobile,Organic,2026-02-09T14:25:36Z,,,,
S07452,U00079,2026-02-03T20:55:02Z,Mobile,Social,2026-02-03T20:55:02Z,2026-02-03T20:56:03Z,2026-02-03T20:56:46Z,,
S07453,U01854,2026-01-29T04:11:51Z,Desktop,Social,2026-01-29T04:11:51Z,2026-01-29T04:14:08Z,,,
S07454,U06879,2026-01-14T17:50:28Z,Mobile,Paid Search,2026-01-14T17:50:28Z,,,,
S07455,U00873,2026-03-23T08:03:23Z,Mobile,Organic,2026-03-23T08:03:23Z,2026-03-23T08:05:56Z,,,
S07456,U01532,2026-02-22T13:59:57Z,Mobile,Paid Search,2026-02-22T13:59:57Z,,,,
S07457,U07194,2026-01-25T22:11:33Z,Desktop,Social,2026-01-25T22:11:33Z,2026-01-25T22:14:28Z,2026-01-25T22:16:53Z,2026-01-25T22:17:43Z,
S07458,U03385,2026-02-07T22:44:00Z,Desktop,Social,2026-02-07T22:44:00Z,2026-02-07T22:45:42Z,,,
S07459,U04918,2026-02-15T00:36:41Z,Mobile,Organic,2026-02-15T00:36:41Z,2026-02-15T00:39:16Z,,,
S07460,U02635,2026-02-03T21:33:25Z,Desktop,Organic,2026-02-03T21:33:25Z,2026-02-03T21:35:01Z,,,
S07461,U02989,2026-01-31T00:16:29Z,Mobile,Paid Search,2026-01-31T00:16:29Z,2026-01-31T00:18:43Z,2026-01-31T00:21:32Z,,
S07462,U00822,2026-02-02T13:08:14Z,Desktop,Paid Search,2026-02-02T13:08:14Z,2026-02-02T13:09:01Z,,,
S07463,U01678,2026-01-10T00:09:52Z,Mobile,Paid Search,2026-01-10T00:09:52Z,2026-01-10T00:12:03Z,2026-01-10T00:14:08Z,2026-01-10T00:17:00Z,2026-01-10T00:18:23Z
S07464,U07194,2026-01-09T05:08:26Z,Tablet,Organic,2026-01-09T05:08:26Z,2026-01-09T05:09:49Z,,,
S07465,U00332,2026-03-04T22:09:50Z,Mobile,Organic,2026-03-04T22:09:50Z,,,,
S07466,U01437,2026-03-09T10:21:18Z,Mobile,Organic,2026-03-09T10:21:18Z,2026-03-09T10:22:52Z,,,
S07467,U05058,2026-03-08T13:58:21Z,Desktop,Organic,2026-03-08T13:58:21Z,2026-03-08T14:01:15Z,2026-03-08T14:02:33Z,2026-03-08T14:03:07Z,2026-03-08T14:03:21Z
S07468,U05080,2026-02-18T18:07:37Z,Mobile,Social,2026-02-18T18:07:37Z,2026-02-18T18:10:32Z,,,
S07469,U03113,2026-03-15T01:11:59Z,Mobile,Organic,2026-03-15T01:11:59Z,2026-03-15T01:14:21Z,,,
S07470,U06370,2026-01-19T08:45:01Z,Mobile,Paid Search,2026-01-19T08:45:01Z,,,,
S07471,U07261,2026-01-25T20:26:42Z,Desktop,Paid Search,2026-01-25T20:26:42Z,2026-01-25T20:28:17Z,2026-01-25T20:30:00Z,2026-01-25T20:30:23Z,2026-01-25T20:32:36Z
S07472,U07776,2026-02-09T18:58:16Z,Mobile,Organic,2026-02-09T18:58:16Z,2026-02-09T18:58:59Z,,,
S07473,U01292,2026-02-01T06:11:35Z,Mobile,Organic,2026-02-01T06:11:35Z,2026-02-01T06:13:03Z,2026-02-01T06:14:12Z,2026-02-01T06:16:03Z,
S07474,U06426,2026-01-21T04:38:31Z,Mobile,Paid Search,2026-01-21T04:38:31Z,2026-01-21T04:40:56Z,2026-01-21T04:42:06Z,,
S07475,U00024,2026-03-29T04:59:10Z,Desktop,Organic,2026-03-29T04:59:10Z,2026-03-29T05:01:05Z,2026-03-29T05:03:18Z,2026-03-29T05:03:35Z,2026-03-29T05:03:59Z
S07476,U02584,2026-02-11T10:44:44Z,Desktop,Organic,2026-02-11T10:44:44Z,2026-02-11T10:45:09Z,2026-02-11T10:47:25Z,2026-02-11T10:47:46Z,
S07477,U01785,2026-01-16T00:42:50Z,Mobile,Organic,2026-01-16T00:42:50Z,2026-01-16T00:43:11Z,,,
S07478,U06718,2026-01-07T21:09:02Z,Mobile,Social,2026-01-07T21:09:02Z,2026-01-07T21:12:01Z,,,
S07479,U03939,2026-02-22T00:43:06Z,Mobile,Paid Search,2026-02-22T00:43:06Z,,,,
S07480,U03061,2026-02-21T18:20:37Z,Mobile,Paid Search,2026-02-21T18:20:37Z,2026-02-21T18:22:04Z,2026-02-21T18:23:43Z,2026-02-21T18:25:51Z,2026-02-21T18:28:14Z
S07481,U07259,2026-02-12T13:20:00Z,Desktop,Social,2026-02-12T13:20:00Z,2026-02-12T13:20:46Z,,,
S07482,U01722,2026-03-05T17:58:29Z,Mobile,Organic,2026-03-05T17:58:29Z,2026-03-05T18:00:11Z,2026-03-05T18:02:05Z,,
S07483,U06251,2026-02-09T22:12:05Z,Mobile,Social,2026-02-09T22:12:05Z,,,,
S07484,U07302,2026-01-12T15:27:02Z,Mobile,Paid Search,2026-01-12T15:27:02Z,2026-01-12T15:28:00Z,,,
S07485,U05645,2026-01-14T09:59:53Z,Desktop,Paid Search,2026-01-14T09:59:53Z,2026-01-14T10:00:08Z,,,
S07486,U04086,2026-03-31T08:05:50Z,Desktop,Paid Search,2026-03-31T08:05:50Z,2026-03-31T08:06:56Z,2026-03-31T08:08:10Z,2026-03-31T08:10:50Z,2026-03-31T08:12:38Z
S07487,U00557,2026-01-28T13:39:14Z,Mobile,Organic,2026-01-28T13:39:14Z,,,,
S07488,U03826,2026-02-13T23:16:35Z,Mobile,Organic,2026-02-13T23:16:35Z,2026-02-13T23:18:01Z,,,
S07489,U05875,2026-03-01T15:43:10Z,Mobile,Social,2026-03-01T15:43:10Z,,,,
S07490,U07230,2026-02-10T19:31:35Z,Mobile,Organic,2026-02-10T19:31:35Z,,,,
S07491,U03182,2026-02-15T10:55:24Z,Desktop,Paid Search,2026-02-15T10:55:24Z,,,,
S07492,U05217,2026-03-21T21:21:50Z,Tablet,Organic,2026-03-21T21:21:50Z,,,,
S07493,U02006,2026-03-14T17:48:57Z,Mobile,Organic,2026-03-14T17:48:57Z,,,,
S07494,U07535,2026-03-07T11:40:34Z,Tablet,Email,2026-03-07T11:40:34Z,2026-03-07T11:43:28Z,2026-03-07T11:44:10Z,,
S07495,U00938,2026-03-09T07:15:38Z,Mobile,Paid Search,2026-03-09T07:15:38Z,2026-03-09T07:17:45Z,2026-03-09T07:19:16Z,2026-03-09T07:19:51Z,
S07496,U04045,2026-02-14T12:51:15Z,Mobile,Organic,2026-02-14T12:51:15Z,,,,
S07497,U03289,2026-03-18T22:46:37Z,Mobile,Paid Search,2026-03-18T22:46:37Z,,,,
S07498,U04545,2026-03-19T13:52:35Z,Desktop,Organic,2026-03-19T13:52:35Z,2026-03-19T13:52:52Z,2026-03-19T13:53:20Z,,
S07499,U06748,2026-02-26T04:35:24Z,Mobile,Email,2026-02-26T04:35:24Z,2026-02-26T04:36:21Z,,,
S07500,U03326,2026-03-06T07:47:03Z,Desktop,Paid Search,2026-03-06T07:47:03Z,2026-03-06T07:48:19Z,2026-03-06T07:50:08Z,2026-03-06T07:53:01Z,
S07501,U03945,2026-01-09T03:30:51Z,Mobile,Social,2026-01-09T03:30:51Z,2026-01-09T03:31:03Z,,,
S07502,U07179,2026-02-01T12:08:58Z,Desktop,Social,2026-02-01T12:08:58Z,2026-02-01T12:09:40Z,,,
S07503,U03666,2026-01-09T22:00:50Z,Desktop,Organic,2026-01-09T22:00:50Z,2026-01-09T22:01:00Z,,,
S07504,U00264,2026-03-27T09:00:11Z,Mobile,Social,2026-03-27T09:00:11Z,,,,
S07505,U07784,2026-03-31T17:15:07Z,Desktop,Organic,2026-03-31T17:15:07Z,2026-03-31T17:17:56Z,,,
S07506,U01662,2026-01-16T06:35:16Z,Mobile,Organic,2026-01-16T06:35:16Z,,,,
S07507,U00504,2026-03-07T22:19:28Z,Mobile,Social,2026-03-07T22:19:28Z,2026-03-07T22:20:42Z,,,
S07508,U00645,2026-01-27T02:58:20Z,Mobile,Social,2026-01-27T02:58:20Z,,,,
S07509,U06315,2026-03-24T10:11:18Z,Desktop,Paid Search,2026-03-24T10:11:18Z,,,,
S07510,U05983,2026-01-10T19:06:55Z,Desktop,Social,2026-01-10T19:06:55Z,2026-01-10T19:07:09Z,,,
S07511,U01715,2026-03-14T19:33:52Z,Mobile,Email,2026-03-14T19:33:52Z,2026-03-14T19:35:23Z,2026-03-14T19:36:48Z,2026-03-14T19:37:46Z,2026-03-14T19:38:23Z
S07512,U00030,2026-01-13T05:24:40Z,Mobile,Email,2026-01-13T05:24:40Z,,,,
S07513,U00847,2026-03-15T21:07:24Z,Mobile,Organic,2026-03-15T21:07:24Z,2026-03-15T21:10:20Z,,,
S07514,U07360,2026-01-03T12:27:09Z,Mobile,Organic,2026-01-03T12:27:09Z,,,,
S07515,U05585,2026-02-02T17:34:40Z,Mobile,Paid Search,2026-02-02T17:34:40Z,2026-02-02T17:35:23Z,,,
S07516,U01553,2026-02-04T06:59:08Z,Mobile,Social,2026-02-04T06:59:08Z,2026-02-04T07:00:43Z,,,
S07517,U06380,2026-01-30T22:24:54Z,Mobile,Social,2026-01-30T22:24:54Z,2026-01-30T22:25:38Z,,,
S07518,U02841,2026-02-26T19:22:07Z,Desktop,Social,2026-02-26T19:22:07Z,2026-02-26T19:24:29Z,,,
S07519,U03634,2026-03-10T10:58:14Z,Mobile,Organic,2026-03-10T10:58:14Z,,,,
S07520,U00446,2026-02-18T00:12:39Z,Mobile,Paid Search,2026-02-18T00:12:39Z,2026-02-18T00:14:40Z,,,
S07521,U06154,2026-01-17T12:13:27Z,Mobile,Paid Search,2026-01-17T12:13:27Z,,,,
S07522,U07692,2026-02-06T09:15:49Z,Desktop,Paid Search,2026-02-06T09:15:49Z,2026-02-06T09:18:29Z,2026-02-06T09:20:31Z,2026-02-06T09:23:25Z,2026-02-06T09:23:36Z
S07523,U02267,2026-03-13T07:00:00Z,Mobile,Organic,2026-03-13T07:00:00Z,2026-03-13T07:02:15Z,2026-03-13T07:04:37Z,2026-03-13T07:06:11Z,2026-03-13T07:07:49Z
S07524,U01727,2026-01-24T08:20:24Z,Mobile,Organic,2026-01-24T08:20:24Z,2026-01-24T08:22:58Z,,,
S07525,U05069,2026-01-17T11:20:28Z,Tablet,Paid Search,2026-01-17T11:20:28Z,,,,
S07526,U06953,2026-03-25T07:03:26Z,Mobile,Social,2026-03-25T07:03:26Z,,,,
S07527,U01491,2026-01-29T12:15:24Z,Mobile,Email,2026-01-29T12:15:24Z,2026-01-29T12:17:28Z,2026-01-29T12:19:19Z,2026-01-29T12:19:30Z,2026-01-29T12:21:52Z
S07528,U02782,2026-01-15T07:59:59Z,Desktop,Social,2026-01-15T07:59:59Z,2026-01-15T08:02:15Z,,,
S07529,U00676,2026-03-04T12:11:44Z,Mobile,Organic,2026-03-04T12:11:44Z,,,,
S07530,U00275,2026-03-22T05:49:52Z,Tablet,Email,2026-03-22T05:49:52Z,2026-03-22T05:50:05Z,,,
S07531,U00387,2026-01-28T10:14:21Z,Mobile,Email,2026-01-28T10:14:21Z,2026-01-28T10:16:50Z,,,
S07532,U06910,2026-01-27T20:08:05Z,Mobile,Email,2026-01-27T20:08:05Z,2026-01-27T20:08:23Z,,,
S07533,U01966,2026-01-17T03:31:50Z,Mobile,Social,2026-01-17T03:31:50Z,2026-01-17T03:33:43Z,,,
S07534,U07139,2026-03-14T10:11:16Z,Desktop,Organic,2026-03-14T10:11:16Z,2026-03-14T10:13:02Z,,,
S07535,U04441,2026-02-08T22:26:23Z,Mobile,Paid Search,2026-02-08T22:26:23Z,2026-02-08T22:27:55Z,,,
S07536,U02407,2026-01-15T08:00:16Z,Desktop,Social,2026-01-15T08:00:16Z,,,,
S07537,U04080,2026-02-11T09:00:57Z,Desktop,Paid Search,2026-02-11T09:00:57Z,2026-02-11T09:03:12Z,,,
S07538,U01713,2026-03-16T11:20:43Z,Desktop,Organic,2026-03-16T11:20:43Z,2026-03-16T11:23:38Z,,,
S07539,U03278,2026-03-26T14:20:28Z,Mobile,Email,2026-03-26T14:20:28Z,2026-03-26T14:21:54Z,2026-03-26T14:24:15Z,,
S07540,U00921,2026-03-19T02:58:30Z,Mobile,Organic,2026-03-19T02:58:30Z,2026-03-19T02:59:24Z,2026-03-19T03:01:32Z,2026-03-19T03:03:13Z,
S07541,U07636,2026-02-03T20:53:38Z,Mobile,Email,2026-02-03T20:53:38Z,2026-02-03T20:53:56Z,,,
S07542,U03251,2026-02-24T13:30:59Z,Desktop,Email,2026-02-24T13:30:59Z,2026-02-24T13:31:55Z,,,
S07543,U05890,2026-02-24T17:33:59Z,Desktop,Social,2026-02-24T17:33:59Z,2026-02-24T17:36:41Z,,,
S07544,U01641,2026-02-28T12:58:42Z,Desktop,Organic,2026-02-28T12:58:42Z,2026-02-28T12:59:58Z,,,
S07545,U02474,2026-02-22T05:58:50Z,Desktop,Organic,2026-02-22T05:58:50Z,2026-02-22T06:00:23Z,,,
S07546,U01269,2026-02-12T03:57:13Z,Mobile,Paid Search,2026-02-12T03:57:13Z,2026-02-12T03:58:17Z,,,
S07547,U04650,2026-03-18T10:53:54Z,Mobile,Organic,2026-03-18T10:53:54Z,2026-03-18T10:55:48Z,,,
S07548,U07499,2026-02-16T15:45:20Z,Mobile,Organic,2026-02-16T15:45:20Z,2026-02-16T15:46:25Z,2026-02-16T15:47:51Z,2026-02-16T15:49:20Z,2026-02-16T15:51:58Z
S07549,U05508,2026-03-16T07:27:09Z,Mobile,Organic,2026-03-16T07:27:09Z,2026-03-16T07:29:56Z,2026-03-16T07:31:19Z,2026-03-16T07:32:26Z,
S07550,U05023,2026-01-28T12:20:12Z,Desktop,Social,2026-01-28T12:20:12Z,2026-01-28T12:21:19Z,2026-01-28T12:21:49Z,,
S07551,U07257,2026-03-30T18:44:20Z,Mobile,Social,2026-03-30T18:44:20Z,,,,
S07552,U07511,2026-02-27T19:05:04Z,Tablet,Social,2026-02-27T19:05:04Z,2026-02-27T19:05:47Z,2026-02-27T19:06:13Z,2026-02-27T19:06:47Z,2026-02-27T19:08:01Z
S07553,U04939,2026-01-15T19:58:22Z,Tablet,Paid Search,2026-01-15T19:58:22Z,2026-01-15T19:58:53Z,,,
S07554,U05899,2026-03-01T02:04:14Z,Desktop,Organic,2026-03-01T02:04:14Z,2026-03-01T02:06:22Z,2026-03-01T02:06:37Z,2026-03-01T02:07:56Z,2026-03-01T02:08:22Z
S07555,U04929,2026-03-16T21:13:43Z,Mobile,Social,2026-03-16T21:13:43Z,2026-03-16T21:15:14Z,,,
S07556,U03199,2026-01-16T04:26:51Z,Desktop,Organic,2026-01-16T04:26:51Z,2026-01-16T04:27:34Z,2026-01-16T04:29:37Z,2026-01-16T04:31:02Z,2026-01-16T04:31:54Z
S07557,U04108,2026-03-09T11:58:51Z,Desktop,Social,2026-03-09T11:58:51Z,2026-03-09T11:59:56Z,,,
S07558,U02832,2026-01-04T20:22:26Z,Mobile,Social,2026-01-04T20:22:26Z,2026-01-04T20:23:46Z,2026-01-04T20:24:18Z,2026-01-04T20:24:57Z,2026-01-04T20:26:26Z
S07559,U06209,2026-03-16T06:31:58Z,Mobile,Organic,2026-03-16T06:31:58Z,2026-03-16T06:32:46Z,,,
S07560,U05949,2026-02-15T09:27:00Z,Desktop,Paid Search,2026-02-15T09:27:00Z,,,,
S07561,U07143,2026-03-23T16:39:34Z,Desktop,Paid Search,2026-03-23T16:39:34Z,2026-03-23T16:42:30Z,2026-03-23T16:44:51Z,2026-03-23T16:47:22Z,2026-03-23T16:49:25Z
S07562,U05630,2026-02-04T04:42:27Z,Desktop,Paid Search,2026-02-04T04:42:27Z,2026-02-04T04:42:41Z,,,
S07563,U03174,2026-02-11T10:08:49Z,Desktop,Social,2026-02-11T10:08:49Z,2026-02-11T10:11:46Z,,,
S07564,U06622,2026-01-29T13:06:13Z,Mobile,Paid Search,2026-01-29T13:06:13Z,2026-01-29T13:08:27Z,,,
S07565,U02315,2026-03-21T02:51:54Z,Mobile,Social,2026-03-21T02:51:54Z,,,,
S07566,U01218,2026-03-08T10:17:02Z,Mobile,Organic,2026-03-08T10:17:02Z,2026-03-08T10:19:37Z,,,
S07567,U04094,2026-02-14T21:55:38Z,Desktop,Organic,2026-02-14T21:55:38Z,2026-02-14T21:57:28Z,2026-02-14T21:58:14Z,2026-02-14T21:58:59Z,2026-02-14T22:00:02Z
S07568,U06516,2026-01-15T08:56:55Z,Desktop,Email,2026-01-15T08:56:55Z,,,,
S07569,U07335,2026-03-02T02:06:13Z,Desktop,Paid Search,2026-03-02T02:06:13Z,,,,
S07570,U03062,2026-01-21T22:35:42Z,Mobile,Paid Search,2026-01-21T22:35:42Z,,,,
S07571,U00432,2026-03-06T17:56:43Z,Tablet,Social,2026-03-06T17:56:43Z,2026-03-06T17:57:58Z,,,
S07572,U02006,2026-02-04T13:39:57Z,Mobile,Organic,2026-02-04T13:39:57Z,,,,
S07573,U01003,2026-03-07T22:56:32Z,Mobile,Social,2026-03-07T22:56:32Z,2026-03-07T22:58:30Z,,,
S07574,U04315,2026-03-12T15:03:39Z,Mobile,Social,2026-03-12T15:03:39Z,2026-03-12T15:04:48Z,,,
S07575,U01765,2026-02-09T22:30:16Z,Mobile,Organic,2026-02-09T22:30:16Z,2026-02-09T22:30:36Z,2026-02-09T22:32:26Z,,
S07576,U05993,2026-03-20T20:46:37Z,Mobile,Organic,2026-03-20T20:46:37Z,2026-03-20T20:49:05Z,,,
S07577,U05910,2026-03-30T14:27:25Z,Tablet,Paid Search,2026-03-30T14:27:25Z,2026-03-30T14:30:19Z,,,
S07578,U06063,2026-02-06T04:49:23Z,Desktop,Social,2026-02-06T04:49:23Z,2026-02-06T04:51:13Z,,,
S07579,U00652,2026-02-27T19:05:45Z,Mobile,Organic,2026-02-27T19:05:45Z,2026-02-27T19:08:15Z,,,
S07580,U03304,2026-03-10T19:49:28Z,Mobile,Organic,2026-03-10T19:49:28Z,,,,
S07581,U02768,2026-03-30T05:20:13Z,Mobile,Social,2026-03-30T05:20:13Z,2026-03-30T05:21:59Z,,,
S07582,U01719,2026-02-19T08:02:57Z,Desktop,Social,2026-02-19T08:02:57Z,2026-02-19T08:05:28Z,,,
S07583,U05405,2026-01-15T07:36:14Z,Desktop,Organic,2026-01-15T07:36:14Z,,,,
S07584,U07931,2026-01-23T07:40:30Z,Desktop,Email,2026-01-23T07:40:30Z,2026-01-23T07:41:04Z,2026-01-23T07:43:19Z,2026-01-23T07:45:55Z,2026-01-23T07:46:52Z
S07585,U06039,2026-02-08T19:33:20Z,Mobile,Email,2026-02-08T19:33:20Z,2026-02-08T19:33:41Z,,,
S07586,U03665,2026-01-12T06:21:03Z,Mobile,Organic,2026-01-12T06:21:03Z,,,,
S07587,U05803,2026-03-14T07:55:37Z,Desktop,Paid Search,2026-03-14T07:55:37Z,,,,
S07588,U04831,2026-03-18T00:14:56Z,Mobile,Paid Search,2026-03-18T00:14:56Z,,,,
S07589,U00557,2026-03-21T04:43:31Z,Desktop,Social,2026-03-21T04:43:31Z,2026-03-21T04:45:34Z,2026-03-21T04:46:57Z,2026-03-21T04:49:08Z,
S07590,U05932,2026-01-01T20:06:34Z,Desktop,Organic,2026-01-01T20:06:34Z,,,,
S07591,U00663,2026-02-07T21:54:55Z,Desktop,Email,2026-02-07T21:54:55Z,,,,
S07592,U03371,2026-03-19T05:39:30Z,Mobile,Organic,2026-03-19T05:39:30Z,2026-03-19T05:40:59Z,,,
S07593,U00718,2026-03-11T05:22:49Z,Desktop,Paid Search,2026-03-11T05:22:49Z,2026-03-11T05:23:02Z,,,
S07594,U06805,2026-03-29T07:56:27Z,Desktop,Paid Search,2026-03-29T07:56:27Z,2026-03-29T07:58:28Z,,,
S07595,U00512,2026-01-26T14:43:49Z,Mobile,Social,2026-01-26T14:43:49Z,2026-01-26T14:45:44Z,2026-01-26T14:47:07Z,,
S07596,U04391,2026-02-23T03:10:33Z,Desktop,Social,2026-02-23T03:10:33Z,2026-02-23T03:11:11Z,,,
S07597,U02364,2026-01-02T14:29:25Z,Desktop,Paid Search,2026-01-02T14:29:25Z,2026-01-02T14:30:13Z,,,
S07598,U06083,2026-03-16T06:42:48Z,Mobile,Organic,2026-03-16T06:42:48Z,2026-03-16T06:45:07Z,,,
S07599,U05322,2026-02-13T19:01:41Z,Tablet,Organic,2026-02-13T19:01:41Z,2026-02-13T19:02:07Z,,,
S07600,U00615,2026-01-05T20:22:20Z,Mobile,Paid Search,2026-01-05T20:22:20Z,,,,
S07601,U01161,2026-03-03T05:45:49Z,Mobile,Social,2026-03-03T05:45:49Z,2026-03-03T05:48:06Z,,,
S07602,U05120,2026-02-26T18:53:24Z,Mobile,Organic,2026-02-26T18:53:24Z,,,,
S07603,U04391,2026-02-09T09:44:16Z,Mobile,Paid Search,2026-02-09T09:44:16Z,2026-02-09T09:45:34Z,2026-02-09T09:47:10Z,2026-02-09T09:48:34Z,2026-02-09T09:51:17Z
S07604,U03896,2026-01-12T18:03:22Z,Mobile,Paid Search,2026-01-12T18:03:22Z,,,,
S07605,U05492,2026-01-06T05:39:14Z,Mobile,Organic,2026-01-06T05:39:14Z,2026-01-06T05:39:44Z,2026-01-06T05:40:10Z,2026-01-06T05:40:37Z,
S07606,U04856,2026-01-12T00:23:09Z,Mobile,Organic,2026-01-12T00:23:09Z,2026-01-12T00:25:46Z,,,
